0 0 +7.340769151887458e-09 -4.423928968622196e-01
0 1 +1.597186199103167e-08 -1.001213192844762e+00
0 2 +3.036989067503578e-08 -1.263301047897397e+00
0 3 +4.596286725878941e-08 -1.399878146932898e+00
0 4 +5.840390372163908e-08 -1.467065786736776e+00
0 5 +6.544904456755659e-08 -1.480981107475740e+00
0 6 +6.780329663561890e-08 -1.445467104373356e+00
0 7 +6.853159049256474e-08 -1.363408697412000e+00
0 8 +7.163154590474160e-08 -1.244614755538053e+00
0 9 +8.092264072355760e-08 -1.107727687787564e+00
0 10 +1.000589619959453e-07 -9.710685503206535e-01
0 11 +1.337308661729553e-07 -8.417074952484586e-01
0 12 +1.898022083978516e-07 -7.163678882817468e-01
0 13 +2.822012014237812e-07 -5.906172952558576e-01
0 14 +4.337540940583926e-07 -4.653021231122243e-01
0 15 +6.760260536148107e-07 -3.460189206426565e-01
0 16 +1.041088293184499e-06 -2.387068281945773e-01
0 17 +1.542001691653576e-06 -1.464040852234537e-01
0 18 +2.147652263462886e-06 -6.898249920921963e-02
0 19 +2.769202904449285e-06 -4.408253993950472e-03
0 20 +3.277580279600139e-06 +5.015410471649494e-02
0 21 +3.554609514522765e-06 +9.803732834532862e-02
0 22 +3.552969075850164e-06 +1.436336030724227e-01
0 23 +3.327366253414028e-06 +1.937552738921585e-01
0 24 +3.019666219838729e-06 +2.591701619804290e-01
0 25 +2.822559160715576e-06 +3.532571599935184e-01
0 26 +2.976292442586800e-06 +4.808945195312031e-01
0 27 +3.851180891352787e-06 +6.198896585488709e-01
0 28 +6.152036298447928e-06 +7.282363937110682e-01
0 29 +1.128349506136005e-05 +7.820902227240183e-01
0 30 +2.192858002126308e-05 +7.871132628599529e-01
0 31 +4.279369299757737e-05 +7.614256622407869e-01
0 32 +8.104790038051319e-05 +7.224942641670480e-01
0 33 +1.452483223095904e-04 +6.828290009623788e-01
0 34 +2.412803383928364e-04 +6.497260772026773e-01
0 35 +3.654470509250371e-04 +6.265541693203148e-01
0 36 +4.985045007860008e-04 +6.144037717717700e-01
0 37 +6.071008314543442e-04 +6.134738796933930e-01
0 38 +6.561249874930027e-04 +6.240389349390338e-01
0 39 +6.267470590545174e-04 +6.471089831791391e-01
0 40 +5.278963969037963e-04 +6.849575543166635e-01
0 41 +3.919777425624073e-04 +7.416304431465195e-01
0 42 +2.575692881098423e-04 +8.233532867346298e-01
0 43 +1.515901752568080e-04 +9.382168466372982e-01
0 44 +8.202906334316651e-05 +1.093356721854135e+00
0 45 +4.251718047504927e-05 +1.287359156239674e+00
0 46 +2.183384747133688e-05 +1.502323173203284e+00
0 47 +1.092521634262798e-05 +1.714009492664692e+00
0 48 +4.876974260500118e-06 +1.930196392775854e+00
0 49 +1.698720238634718e-06 +2.268900873108895e+00
0 50 +6.987377340253760e-07 +3.141592653589793e+00
0 51 +1.698720238634718e-06 -2.268900873108895e+00
0 52 +4.876974260500118e-06 -1.930196392775854e+00
0 53 +1.092521634262798e-05 -1.714009492664692e+00
0 54 +2.183384747133688e-05 -1.502323173203284e+00
0 55 +4.251718047504927e-05 -1.287359156239674e+00
0 56 +8.202906334316651e-05 -1.093356721854135e+00
0 57 +1.515901752568080e-04 -9.382168466372982e-01
0 58 +2.575692881098423e-04 -8.233532867346298e-01
0 59 +3.919777425624073e-04 -7.416304431465195e-01
0 60 +5.278963969037963e-04 -6.849575543166635e-01
0 61 +6.267470590545174e-04 -6.471089831791391e-01
0 62 +6.561249874930027e-04 -6.240389349390338e-01
0 63 +6.071008314543442e-04 -6.134738796933930e-01
0 64 +4.985045007860008e-04 -6.144037717717700e-01
0 65 +3.654470509250371e-04 -6.265541693203148e-01
0 66 +2.412803383928364e-04 -6.497260772026773e-01
0 67 +1.452483223095904e-04 -6.828290009623788e-01
0 68 +8.104790038051319e-05 -7.224942641670480e-01
0 69 +4.279369299757737e-05 -7.614256622407869e-01
0 70 +2.192858002126308e-05 -7.871132628599529e-01
0 71 +1.128349506136005e-05 -7.820902227240183e-01
0 72 +6.152036298447928e-06 -7.282363937110682e-01
0 73 +3.851180891352787e-06 -6.198896585488709e-01
0 74 +2.976292442586800e-06 -4.808945195312031e-01
0 75 +2.822559160715576e-06 -3.532571599935184e-01
0 76 +3.019666219838729e-06 -2.591701619804290e-01
0 77 +3.327366253414028e-06 -1.937552738921585e-01
0 78 +3.552969075850164e-06 -1.436336030724227e-01
0 79 +3.554609514522765e-06 -9.803732834532862e-02
0 80 +3.277580279600139e-06 -5.015410471649494e-02
0 81 +2.769202904449285e-06 +4.408253993950472e-03
0 82 +2.147652263462886e-06 +6.898249920921963e-02
0 83 +1.542001691653576e-06 +1.464040852234537e-01
0 84 +1.041088293184499e-06 +2.387068281945773e-01
0 85 +6.760260536148107e-07 +3.460189206426565e-01
0 86 +4.337540940583926e-07 +4.653021231122243e-01
0 87 +2.822012014237812e-07 +5.906172952558576e-01
0 88 +1.898022083978516e-07 +7.163678882817468e-01
0 89 +1.337308661729553e-07 +8.417074952484586e-01
0 90 +1.000589619959453e-07 +9.710685503206535e-01
0 91 +8.092264072355760e-08 +1.107727687787564e+00
0 92 +7.163154590474160e-08 +1.244614755538053e+00
0 93 +6.853159049256474e-08 +1.363408697412000e+00
0 94 +6.780329663561890e-08 +1.445467104373356e+00
0 95 +6.544904456755659e-08 +1.480981107475740e+00
0 96 +5.840390372163908e-08 +1.467065786736776e+00
